parameter_type,parameter_type_text_short,parameter_type_text_long,parameter_category
12428,Image_Adjust_Magenta,Image_Adjust_Magenta,3
12429,Image_Adjust_Yellow,Image_Adjust_Yellow,3
12430,Image_Adjust_Hue,Image_Adjust_Hue,3
12431,Image_Adjust_Saturation,Image_Adjust_Saturation,3
12445,Banner_In,Banner_In,5
12446,Banner_Angle,Banner_Angle,5
12553,Banner_In_4,Banner_In_4,5
12554,Banner_Angle_4,Banner_Angle_4,5
12555,Banner_In_2,Banner_In_2,5
12556,Banner_Angle_2,Banner_Angle_2,5
12557,Banner_In_3,Banner_In_3,5
12558,Banner_Angle_3,Banner_Angle_3,5
12559,Banner_Assembly,Banner_Assembly,5
12564,Position_Macro_Size,Position_Macro_Size,2
12778,Edge_Mode_2,Edge_Mode_2,5
12984,Gobo_Mode_11,Gobo_Mode_11,4
12985,Gobo_Mode_12,Gobo_Mode_12,4
12986,Gobo_Mode_22,Gobo_Mode_22,4
12987,Gobo_Mode_21,Gobo_Mode_21,4
12991,Gobo_Mode_4,Gobo_Mode_4,4
13205,Effect_Macro_Rate_2,Effect_Macro_Rate_2,4
13207,Effect_Macros_3,Effect_Macros_3,4
13320,Transition_Color_Red,Transition_Color_Red,5
13321,Transition_Color_Green,Transition_Color_Green,5
13322,Transition_Color_Blue,Transition_Color_Blue,5
13323,Transition_Color_White,Transition_Color_White,5
13324,Auto_Fade,Auto_Fade,5
13426,Transition_Speed_2,Transition_Speed_2,5
13429,Effect_Macros_4,Effect_Macros_4,4
13430,Effect_Macros_5,Effect_Macros_5,4
13431,Effect_Macros_6,Effect_Macros_6,4
13432,Effect_Macros_7,Effect_Macros_7,4
13433,Effect_Macros_8,Effect_Macros_8,4
13437,Playlist,Playlist,4
13651,Fog_2,Fog_2,5
13660,Color_Mix_Macro_Fade_Time,Color_Mix_Macro_Fade_Time,3
13699,Alpha,Alpha,3
13700,White_Main,White_Main,3
13701,Medium_White,Medium_White,3
13759,Output_Select,Output_Select,5
13766,Background_Color_Red,Background_Color_Red,3
13767,Background_Color_Green,Background_Color_Green,3
13768,Background_Color_Blue,Background_Color_Blue,3
13769,Background_Color_Alpha,Background_Color_Alpha,3
13772,Output_Shift_X,Output_Shift_X,5
13773,Output_Shift_Y,Output_Shift_Y,5
13774,Output_Zoom,Output_Zoom,5
13783,Screen_1_Edge,Screen_1_Edge,5
13784,Screen_1_Width,Screen_1_Width,5
13785,Screen_1_Height,Screen_1_Height,5
13786,Screen_2_Edge,Screen_2_Edge,5
13793,Cam_Iris,Cam_Iris,5
13794,Cam_Gain,Cam_Gain,5
13799,Fixture_Enable,Fixture_Enable,5
13810,Control_Range,Control_Range,5
13859,Zoom_Reset,Zoom_Reset,7
13877,Parabolic_Mirror_2,Parabolic_Mirror_2,5
13885,Effect_Macro_Size_2,Effect_Macro_Size_2,4
13888,Effect_Macro_Rate_3,Effect_Macro_Rate_3,4
13899,Warm_White_3,Warm_White_3,3
13900,Warm_White_4,Warm_White_4,3
13901,Warm_White_5,Warm_White_5,3
13902,Warm_White_6,Warm_White_6,3
13903,Warm_White_7,Warm_White_7,3
13904,Warm_White_8,Warm_White_8,3
13905,Warm_White_9,Warm_White_9,3
13906,Warm_White_10,Warm_White_10,3
13907,Warm_White_11,Warm_White_11,3
13908,Warm_White_12,Warm_White_12,3
13909,Warm_White_13,Warm_White_13,3
13912,Color_Effect_Parameter_4,Color_Effect_Parameter_4,3
13913,Color_Effect_Parameter_5,Color_Effect_Parameter_5,3
13914,Color_Effect_Parameter_6,Color_Effect_Parameter_6,3
13915,Color_Effect_Parameter_7,Color_Effect_Parameter_7,3
13916,Color_Effect_Parameter_8,Color_Effect_Parameter_8,3
13917,Color_Effect_Parameter_9,Color_Effect_Parameter_9,3
13918,Color_Effect_Parameter_10,Color_Effect_Parameter_10,3
13919,Color_Effect_Parameter_11,Color_Effect_Parameter_11,3
13920,Color_Effect_Parameter_12,Color_Effect_Parameter_12,3
13921,Color_Effect_Parameter_13,Color_Effect_Parameter_13,3
13922,Color_Effect_Parameter_14,Color_Effect_Parameter_14,3
13923,Color_Effect_Parameter_15,Color_Effect_Parameter_15,3
13924,Color_Effect_Parameter_16,Color_Effect_Parameter_16,3
13925,Color_Effect_Parameter_17,Color_Effect_Parameter_17,3
13926,Color_Effect_Parameter_18,Color_Effect_Parameter_18,3
13927,Color_Effect_Parameter_19,Color_Effect_Parameter_19,3
13928,Color_Effect_Parameter_20,Color_Effect_Parameter_20,3
13929,Fx_Para_7,Fx_Para_7,5
13930,Fx_Para_8,Fx_Para_8,5
13931,Fx_Para_9,Fx_Para_9,5
13932,Fx_Para_10,Fx_Para_10,5
13933,Fx_Para_11,Fx_Para_11,5
13934,Fx_Para_12,Fx_Para_12,5
13935,Fx_Para_13,Fx_Para_13,5
13936,Fx_Para_14,Fx_Para_14,5
13937,Fx_Para_15,Fx_Para_15,5
13938,Fx_Para_16,Fx_Para_16,5
13939,Fx_Para_17,Fx_Para_17,5
13940,Fx_Para_18,Fx_Para_18,5
13941,Fx_Para_19,Fx_Para_19,5
13942,Fx_Para_20,Fx_Para_20,5
13943,Slide,Slide,5
13944,Layer_Mode_2,Layer_Mode_2,5
13945,Layer_Mode_3,Layer_Mode_3,5
13946,Layer_Mode_4,Layer_Mode_4,5
13947,Layer_Mode_5,Layer_Mode_5,5
13948,Layer_Mode_6,Layer_Mode_6,5
13949,Layer_Mode_7,Layer_Mode_7,5
13950,Layer_Mode_8,Layer_Mode_8,5
13951,Layer_Mode_9,Layer_Mode_9,5
13952,Layer_Mode_10,Layer_Mode_10,5
13953,Layer_Mode_11,Layer_Mode_11,5
13954,Layer_Mode_12,Layer_Mode_12,5
13955,Layer_Mode_13,Layer_Mode_13,5
13956,Layer_Mode_14,Layer_Mode_14,5
13957,Layer_Mode_15,Layer_Mode_15,5
13958,Layer_Mode_16,Layer_Mode_16,5
13959,Layer_Mode_17,Layer_Mode_17,5
13960,Layer_Mode_18,Layer_Mode_18,5
13961,Layer_Mode_19,Layer_Mode_19,5
13962,Layer_Mode_20,Layer_Mode_20,5
13963,Layer_Mode_21,Layer_Mode_21,5
13964,Layer_Mode_22,Layer_Mode_22,5
13965,Layer_Mode_23,Layer_Mode_23,5
13966,Layer_Mode_24,Layer_Mode_24,5
13967,Layer_Mode_25,Layer_Mode_25,5
13968,Layer_Mode_26,Layer_Mode_26,5
13969,Layer_Mode_27,Layer_Mode_27,5
13970,Layer_Mode_28,Layer_Mode_28,5
13971,Layer_Mode_29,Layer_Mode_29,5
13972,Layer_Mode_30,Layer_Mode_30,5
13973,Layer_Mode_31,Layer_Mode_31,5
13974,Layer_Mode_32,Layer_Mode_32,5
13975,Screen_1_Edge_4,Screen_1_Edge_4,5
13976,Screen_2_Edge_4,Screen_2_Edge_4,5
13977,Screen_Mode_2,Screen_Mode_2,5
13978,Edge_Blend_Mode,Edge_Blend_Mode,5
13979,Edge_Blend_Mode_2,Edge_Blend_Mode_2,5
13980,Output_Index/Rotation,Output_Index/Rotation,5
13981,Video_Source_2,Video_Source_2,5
13982,Video_Source_3,Video_Source_3,5
13983,Video_Source_4,Video_Source_4,5
13984,Video_Source_5,Video_Source_5,5
13985,Video_Source_6,Video_Source_6,5
13986,Video_Source_7,Video_Source_7,5
13987,Video_Source_8,Video_Source_8,5
13988,Video_Source_9,Video_Source_9,5
13989,Video_Source_10,Video_Source_10,5
13990,Video_Source_11,Video_Source_11,5
13991,Video_Source_12,Video_Source_12,5
13992,Video_Source_13,Video_Source_13,5
13993,Video_Source_14,Video_Source_14,5
13994,Video_Source_15,Video_Source_15,5
13995,Video_Source_16,Video_Source_16,5
13996,Alpha_2,Alpha_2,3
13997,Alpha_3,Alpha_3,3
13998,Alpha_4,Alpha_4,3
13999,Mode_Transition_Speed,Mode_Transition_Speed,7
14001,Control_Range_2,Control_Range_2,5
14032,Red_All,Red_All,3
14036,Green_All,Green_All,3
14040,Blue_All,Blue_All,3
14258,Layer_Mode,Layer_Mode,5
14259,Screen_Mode,Screen_Mode,5
14260,Video_Source,Video_Source,5
14290,Red_Bargraph,Red_Bargraph,3
14293,Green_Bargraph,Green_Bargraph,3
14296,Blue_Bargraph,Blue_Bargraph,3
14300,White_All,White_All,3
14301,Bargraph,Bargraph,3
14340,Beam_Fx_Position,Beam_Fx_Position,4
14395,Blue_Laser,Blue_Laser,3
14418,Intensity_Reset,Intensity_Reset,7
14462,Intensity_Reset_2,Intensity_Reset_2,7
14463,Intensity_Reset_3,Intensity_Reset_3,7
14464,Intensity_Reset_4,Intensity_Reset_4,7
14470,White_7,White_7,3
14473,Int&Beam_MSpeed,Int&Beam_MSpeed,1
14489,Position_2,Position_2,5
14490,Power,Power,5
14491,Heat,Heat,5
14492,Sparkle,Sparkle,5
14493,_Fan_,_Fan_,5
14533,Color_Crossfade,Color_Crossfade,3
14633,Image_Adjust_Red_Low,Image_Adjust_Red_Low,3
14634,Image_Adjust_Red_Medium,Image_Adjust_Red_Medium,3
14635,Image_Adjust_Red_High,Image_Adjust_Red_High,3
14636,Image_Adjust_Green_Low,Image_Adjust_Green_Low,3
14637,Image_Adjust_Green_Medium,Image_Adjust_Green_Medium,3
14638,Image_Adjust_Green_High,Image_Adjust_Green_High,3
14639,Image_Adjust_Blue_Low,Image_Adjust_Blue_Low,3
14640,Image_Adjust_Blue_Medium,Image_Adjust_Blue_Medium,3
14641,Image_Adjust_Blue_High,Image_Adjust_Blue_High,3
14649,Near_Plane,Near_Plane,4
14650,Far_Plane,Far_Plane,4
14769,Z_Position_2,Z_Position_2,6
14770,X_Position_3,X_Position_3,6
14771,Y_Position_3,Y_Position_3,6
14772,Z_Rotate_3,Z_Rotate_3,6
14881,Rotate_Mode_X,Rotate_Mode_X,5
14882,Rotate_Mode_Y,Rotate_Mode_Y,5
14883,Rotate_Mode_Z,Rotate_Mode_Z,5
14887,Pivot_Rotation_X,Pivot_Rotation_X,5
14888,Pivot_Rotation_Y,Pivot_Rotation_Y,5
14889,Pivot_Rotation_Z,Pivot_Rotation_Z,5
14890,Pivot_Scale_X,Pivot_Scale_X,5
14891,Pivot_Scale_Y,Pivot_Scale_Y,5
14892,Pivot_Scale_Z,Pivot_Scale_Z,5
15003,Fx1_Para_8,Fx1_Para_8,5
15004,Fx1_Para_9,Fx1_Para_9,5
15005,Fx2_Para_8,Fx2_Para_8,5
15006,Fx2_Para_9,Fx2_Para_9,5
15007,Fx3_Para_4,Fx3_Para_4,5
15008,Fx3_Para_5,Fx3_Para_5,5
15009,Fx3_Para_6,Fx3_Para_6,5
15010,Fx3_Para_7,Fx3_Para_7,5
15011,Fx3_Para_8,Fx3_Para_8,5
15012,Fx3_Para_9,Fx3_Para_9,5
15105,Bypass,Bypass,5
15124,Lens_Shift_Offset_X,Lens_Shift_Offset_X,5
15125,Lens_Shift_Offset_Y,Lens_Shift_Offset_Y,5
15126,Lens_Shift_Index_Z,Lens_Shift_Index_Z,5
15127,Target_Position_X,Target_Position_X,5
15128,Target_Position_Y,Target_Position_Y,5
15129,Target_Position_Z,Target_Position_Z,5
15130,Keystone,Keystone,5
15131,Keystone_Position,Keystone_Position,5
15132,Edge_Blend_Mkr,Edge_Blend_Mkr,5
15133,Edge_Blend_Mkr_W,Edge_Blend_Mkr_W,5
15242,Keystone_4,Keystone_4,5
15243,Keystone_Position_4,Keystone_Position_4,5
15244,Keystone_2,Keystone_2,5
15245,Keystone_Position_2,Keystone_Position_2,5
15246,Keystone_3,Keystone_3,5
15247,Keystone_Position_3,Keystone_Position_3,5
15248,Edge_Blend_Curve_4,Edge_Blend_Curve_4,5
15249,Edge_Blend_Mkr_4,Edge_Blend_Mkr_4,5
15250,Edge_Blend_Mkr_W_4,Edge_Blend_Mkr_W_4,5
15251,Edge_Blend_Curve_2,Edge_Blend_Curve_2,5
15252,Edge_Blend_Mkr_2,Edge_Blend_Mkr_2,5
15253,Edge_Blend_Mkr_W_2,Edge_Blend_Mkr_W_2,5
15254,Edge_Blend_Curve_3,Edge_Blend_Curve_3,5
15255,Edge_Blend_Mkr_3,Edge_Blend_Mkr_3,5
15256,Edge_Blend_Mkr_W_3,Edge_Blend_Mkr_W_3,5
15475,Layer_Blend_Mode_2,Layer_Blend_Mode_2,5
15476,Layer_Blend_Mode_3,Layer_Blend_Mode_3,5
15695,Fx4_Para_4,Fx4_Para_4,5
15843,Purple_Laser,Purple_Laser,3
15916,Render_Mode,Render_Mode,5
15998,Zoom_Bypass,Zoom_Bypass,5
16002,Barndoor_Macro_Rate,Barndoor_Macro_Rate,6
16009,Video_Level,Video_Level,5
16017,Text_Speed,Text_Speed,4
16018,Playback_Direction,Playback_Direction,4
16019,Playhead,Playhead,4
16020,_BPM,_BPM,4
16021,Crossfader,Crossfader,4
16022,Trigger_Column,Trigger_Column,4
16023,Generator_Level,Generator_Level,4
16024,DeInterlace_Mode,DeInterlace_Mode,4
16025,Anchor_X,Anchor_X,5
16026,Anchor_Y,Anchor_Y,5
16027,Anchor_Z,Anchor_Z,5
16028,Keystone_X_2,Keystone_X_2,5
16029,Keystone_Y_2,Keystone_Y_2,5
16031,Warp_Mix,Warp_Mix,5
16042,Dashboard_Dial,Dashboard_Dial,5
16043,Clear,Clear,5
16044,Tap,Tap,5
16045,Resync,Resync,5
16046,Move_Up,Move_Up,5
16047,Move_Down,Move_Down,5
16144,Video_Map_Mixer_Mode,Video_Map_Mixer_Mode,5
16145,Video_Map_Mixer_Morph_Mode,Video_Map_Mixer_Morph_Mode,5
16146,Video_Map_2,Video_Map_2,5
16147,Gen_Para_5,Gen_Para_5,5
16148,Gen_Para_6,Gen_Para_6,5
16149,Gen_Para_7,Gen_Para_7,5
16150,Gen_Para_8,Gen_Para_8,5
16151,Text_Direction,Text_Direction,4
16152,Text_Mode,Text_Mode,4
16153,Text_Bookmark,Text_Bookmark,4
16154,Text_Fade,Text_Fade,4
16155,Text_Fade_Speed,Text_Fade_Speed,4
16156,Text_Playmode,Text_Playmode,4
16157,Text_Show,Text_Show,4
16158,Text_State,Text_State,4
16159,Audio_Sync,Audio_Sync,5
16160,Keystone_X_2_4,Keystone_X_2_4,5
16161,Keystone_Y_2_4,Keystone_Y_2_4,5
16162,Keystone_X_2_3,Keystone_X_2_3,5
16163,Keystone_Y_2_3,Keystone_Y_2_3,5
16164,Keystone_X_2_2,Keystone_X_2_2,5
16165,Keystone_Y_2_2,Keystone_Y_2_2,5
16166,Image_Adjust_Red_2,Image_Adjust_Red_2,3
16167,Image_Adjust_Green_2,Image_Adjust_Green_2,3
16168,Image_Adjust_Blue_2,Image_Adjust_Blue_2,3
16169,Contrast_2,Contrast_2,3
16170,Negative_2,Negative_2,3
16171,Warp_Mix_2,Warp_Mix_2,5
16172,Warp_2_2,Warp_2_2,5
16179,Beam_Fx_Offset_Mode,Beam_Fx_Offset_Mode,4
16185,Dashboard_Dial_2,Dashboard_Dial_2,5
16186,Dashboard_Dial_3,Dashboard_Dial_3,5
16187,Dashboard_Dial_4,Dashboard_Dial_4,5
16188,Dashboard_Dial_5,Dashboard_Dial_5,5
16189,Dashboard_Dial_6,Dashboard_Dial_6,5
16190,Dashboard_Dial_7,Dashboard_Dial_7,5
16191,Dashboard_Dial_8,Dashboard_Dial_8,5
16192,_Solo,_Solo,5
16193,Bus,Bus,4
16194,Transition_Mode,Transition_Mode,5
16195,Deck,Deck,4
16387,Smoke,Smoke,5
16388,Wind,Wind,5
16599,Kabuki_Drop,Kabuki_Drop,5
16600,Kabuki_Drop_2,Kabuki_Drop_2,5
16601,Kabuki_Drop_3,Kabuki_Drop_3,5
16602,Safe_Fire,Safe_Fire,5
16603,Kabuki_Drop_4,Kabuki_Drop_4,5
16604,Kabuki_Drop_5,Kabuki_Drop_5,5
16605,Kabuki_Drop_6,Kabuki_Drop_6,5
16825,Mirror_Drum_3,Mirror_Drum_3,5
16909,Frame_Macro_Rate,Frame_Macro_Rate,6
16920,Color_Mix_Blink,Color_Mix_Blink,3
17006,Cue_Advance_Period,Cue_Advance_Period,4
17014,Crop_Top,Crop_Top,5
17015,Crop_Bottom,Crop_Bottom,5
17016,Crop_Left,Crop_Left,5
17017,Crop_Right,Crop_Right,5
17036,Laser_Color,Laser_Color,3
17106,Heater,Heater,5
17112,Cue_Advance,Cue_Advance,4
17113,Image_Brightness_2,Image_Brightness_2,3
17114,Playback_Mode_2,Playback_Mode_2,4
17115,Crop_Left_2,Crop_Left_2,5
17116,Crop_Right_2,Crop_Right_2,5
17117,Crop_Top_2,Crop_Top_2,5
17118,Crop_Bottom_2,Crop_Bottom_2,5
17119,Image_Brightness_3,Image_Brightness_3,3
17120,Contrast_3,Contrast_3,3
17121,In_Point_3,In_Point_3,4
17122,Out_Point_3,Out_Point_3,4
17123,Scale_3,Scale_3,6
17124,Playback_Mode_3,Playback_Mode_3,4
17125,Crop_Left_3,Crop_Left_3,5
17126,Crop_Right_3,Crop_Right_3,5
17127,Crop_Top_3,Crop_Top_3,5
17128,Crop_Bottom_3,Crop_Bottom_3,5
17129,Image_Brightness_4,Image_Brightness_4,3
17130,Clip_Select_4,Clip_Select_4,5
17131,Contrast_4,Contrast_4,3
17132,In_Point_4,In_Point_4,4
17133,Out_Point_4,Out_Point_4,4
17134,Scale_4,Scale_4,6
17135,X_Position_4,X_Position_4,6
17136,Y_Position_4,Y_Position_4,6
17137,Playback_Mode_4,Playback_Mode_4,4
17138,Crop_Left_4,Crop_Left_4,5
17139,Crop_Right_4,Crop_Right_4,5
17140,Crop_Top_4,Crop_Top_4,5
17141,Crop_Bottom_4,Crop_Bottom_4,5
17142,Image_Brightness_5,Image_Brightness_5,3
17143,Clip_Select_5,Clip_Select_5,5
17144,Contrast_5,Contrast_5,3
17145,In_Point_5,In_Point_5,4
17146,Out_Point_5,Out_Point_5,4
17147,Playback_Speed_5,Playback_Speed_5,4
17148,Scale_5,Scale_5,6
17149,X_Position_5,X_Position_5,6
17150,Y_Position_5,Y_Position_5,6
17151,Playback_Mode_5,Playback_Mode_5,4
17152,Crop_Left_5,Crop_Left_5,5
17153,Crop_Right_5,Crop_Right_5,5
17154,Crop_Top_5,Crop_Top_5,5
17155,Crop_Bottom_5,Crop_Bottom_5,5
17156,Play_Mode_5,Play_Mode_5,4
17157,Image_Brightness_6,Image_Brightness_6,3
17158,Clip_Select_6,Clip_Select_6,5
17159,Contrast_6,Contrast_6,3
17160,In_Point_6,In_Point_6,4
17161,Out_Point_6,Out_Point_6,4
17162,Playback_Speed_6,Playback_Speed_6,4
17163,Scale_6,Scale_6,6
17164,X_Position_6,X_Position_6,6
17165,Y_Position_6,Y_Position_6,6
17166,Playback_Mode_6,Playback_Mode_6,4
17167,Crop_Left_6,Crop_Left_6,5
17168,Crop_Right_6,Crop_Right_6,5
17169,Crop_Top_6,Crop_Top_6,5
17170,Crop_Bottom_6,Crop_Bottom_6,5
17171,Play_Mode_6,Play_Mode_6,4
17172,Image_Brightness_7,Image_Brightness_7,3
17173,Clip_Select_7,Clip_Select_7,5
17174,Contrast_7,Contrast_7,3
17175,In_Point_7,In_Point_7,4
17176,Out_Point_7,Out_Point_7,4
17177,Playback_Speed_7,Playback_Speed_7,4
17178,Scale_7,Scale_7,6
17179,X_Position_7,X_Position_7,6
17180,Y_Position_7,Y_Position_7,6
17181,Playback_Mode_7,Playback_Mode_7,4
17182,Crop_Left_7,Crop_Left_7,5
17183,Crop_Right_7,Crop_Right_7,5
17184,Crop_Top_7,Crop_Top_7,5
17185,Crop_Bottom_7,Crop_Bottom_7,5
17186,Play_Mode_7,Play_Mode_7,4
17187,Image_Brightness_8,Image_Brightness_8,3
17188,Clip_Select_8,Clip_Select_8,5
17189,Contrast_8,Contrast_8,3
17190,In_Point_8,In_Point_8,4
17191,Out_Point_8,Out_Point_8,4
17192,Playback_Speed_8,Playback_Speed_8,4
17193,Scale_8,Scale_8,6
17194,X_Position_8,X_Position_8,6
17195,Y_Position_8,Y_Position_8,6
17196,Playback_Mode_8,Playback_Mode_8,4
17197,Crop_Left_8,Crop_Left_8,5
17198,Crop_Right_8,Crop_Right_8,5
17199,Crop_Top_8,Crop_Top_8,5
17200,Crop_Bottom_8,Crop_Bottom_8,5
17201,Play_Mode_8,Play_Mode_8,4
17202,Image_Brightness_9,Image_Brightness_9,3
17203,Clip_Select_9,Clip_Select_9,5
17204,Contrast_9,Contrast_9,3
17205,In_Point_9,In_Point_9,4
17206,Out_Point_9,Out_Point_9,4
17207,Playback_Speed_9,Playback_Speed_9,4
17208,Scale_9,Scale_9,6
17209,X_Position_9,X_Position_9,6
17210,Y_Position_9,Y_Position_9,6
17211,Playback_Mode_9,Playback_Mode_9,4
17212,Crop_Left_9,Crop_Left_9,5
17213,Crop_Right_9,Crop_Right_9,5
17214,Crop_Top_9,Crop_Top_9,5
17215,Crop_Bottom_9,Crop_Bottom_9,5
17216,Play_Mode_9,Play_Mode_9,4
17217,Image_Brightness_10,Image_Brightness_10,3
17218,Clip_Select_10,Clip_Select_10,5
17219,Contrast_10,Contrast_10,3
17220,In_Point_10,In_Point_10,4
17221,Out_Point_10,Out_Point_10,4
17222,Playback_Speed_10,Playback_Speed_10,4
17223,Scale_10,Scale_10,6
17224,X_Position_10,X_Position_10,6
17225,Y_Position_10,Y_Position_10,6
17226,Playback_Mode_10,Playback_Mode_10,4
17227,Crop_Left_10,Crop_Left_10,5
17228,Crop_Right_10,Crop_Right_10,5
17229,Crop_Top_10,Crop_Top_10,5
17230,Crop_Bottom_10,Crop_Bottom_10,5
17231,Play_Mode_10,Play_Mode_10,4
17232,Image_Brightness_11,Image_Brightness_11,3
17233,Clip_Select_11,Clip_Select_11,5
17234,Contrast_11,Contrast_11,3
17235,In_Point_11,In_Point_11,4
17236,Out_Point_11,Out_Point_11,4
17237,Playback_Speed_11,Playback_Speed_11,4
17238,Scale_11,Scale_11,6
17239,X_Position_11,X_Position_11,6
17240,Y_Position_11,Y_Position_11,6
17241,Playback_Mode_11,Playback_Mode_11,4
17242,Crop_Left_11,Crop_Left_11,5
17243,Crop_Right_11,Crop_Right_11,5
17244,Crop_Top_11,Crop_Top_11,5
17245,Crop_Bottom_11,Crop_Bottom_11,5
17246,Play_Mode_11,Play_Mode_11,4
17247,Image_Brightness_12,Image_Brightness_12,3
17248,Clip_Select_12,Clip_Select_12,5
17249,Contrast_12,Contrast_12,3
17250,In_Point_12,In_Point_12,4
17251,Out_Point_12,Out_Point_12,4
17252,Playback_Speed_12,Playback_Speed_12,4
17253,Scale_12,Scale_12,6
17254,X_Position_12,X_Position_12,6
17255,Y_Position_12,Y_Position_12,6
17256,Playback_Mode_12,Playback_Mode_12,4
17257,Crop_Left_12,Crop_Left_12,5
17258,Crop_Right_12,Crop_Right_12,5
17259,Crop_Top_12,Crop_Top_12,5
17260,Crop_Bottom_12,Crop_Bottom_12,5
17261,Play_Mode_12,Play_Mode_12,4
17262,Cluster,Cluster,4
17263,Cluster_2,Cluster_2,4
17264,Cluster_3,Cluster_3,4
17265,Cluster_4,Cluster_4,4
17266,Cluster_5,Cluster_5,4
17267,Cluster_6,Cluster_6,4
17268,Cluster_7,Cluster_7,4
17269,Cluster_8,Cluster_8,4
17270,Cluster_9,Cluster_9,4
17271,Cluster_10,Cluster_10,4
17272,Cluster_11,Cluster_11,4
17273,Cluster_12,Cluster_12,4
17274,Z_Rotate_4,Z_Rotate_4,6
17275,Z_Rotate_5,Z_Rotate_5,6
17276,Z_Rotate_6,Z_Rotate_6,6
17277,Z_Rotate_7,Z_Rotate_7,6
17278,Z_Rotate_8,Z_Rotate_8,6
17279,Z_Rotate_9,Z_Rotate_9,6
17280,Z_Rotate_10,Z_Rotate_10,6
17281,Z_Rotate_11,Z_Rotate_11,6
17282,Z_Rotate_12,Z_Rotate_12,6
17283,Look,Look,4
17284,Retrigger,Retrigger,4
17287,Color_Temperature_7,Color_Temperature_7,3
17288,Color_Temperature_8,Color_Temperature_8,3
17289,Color_Temperature_9,Color_Temperature_9,3
17290,Color_Temperature_10,Color_Temperature_10,3
17291,Color_Temperature_11,Color_Temperature_11,3
17292,Color_Temperature_12,Color_Temperature_12,3
17293,Color_Temperature_13,Color_Temperature_13,3
17294,Color_Temperature_14,Color_Temperature_14,3
17295,Color_Temperature_15,Color_Temperature_15,3
17301,Effect_Macro_Start_2,Effect_Macro_Start_2,4
17496,Rotate_Offset_Z,Rotate_Offset_Z,5
17497,Brightness_2,Brightness_2,3
17498,Warp_2_1,Warp_2_1,5
17585,Effect_Macro_Time,Effect_Macro_Time,4
17617,Shutter_Damping,Shutter_Damping,5
17696,Red_8,Red_8,3
17697,Green_8,Green_8,3
17698,Blue_8,Blue_8,3
17712,Color_Temperature_16,Color_Temperature_16,3
17713,Color_Temperature_17,Color_Temperature_17,3
17714,Color_Temperature_18,Color_Temperature_18,3
17715,Valve,Valve,5
17716,Pilot,Pilot,5
17717,Panic,Panic,5
17718,Popup,Popup,5
17719,Safety,Safety,5
17720,LN2,LN2,5
17721,CO2,CO2,5
17722,Transition_Angle_2,Transition_Angle_2,5
17723,Drawing_Mode_2,Drawing_Mode_2,5
17724,Air,Air,5
17725,_9D_Relay,_9D_Relay,5
17825,Viewpoint_Pan,Viewpoint_Pan,4
17826,Viewpoint_Tilt,Viewpoint_Tilt,4
17827,Viewpoint_Roll,Viewpoint_Roll,4
17828,Viewpoint_Zoom,Viewpoint_Zoom,4
17829,Lens_Throw_Ratio,Lens_Throw_Ratio,4
17830,Image_Position_X,Image_Position_X,5
17831,Image_Position_Y,Image_Position_Y,5
17835,Image_Rotation_Z,Image_Rotation_Z,5
17874,Dummy,Dummy,7
17974,Pixel_Map_Level,Pixel_Map_Level,4
17975,Pixel_Map_Control,Pixel_Map_Control,4
18071,Timecode_Offset_Hours,Timecode_Offset_Hours,4
18072,Timecode_Offset_Minutes,Timecode_Offset_Minutes,4
18073,Timecode_Offset_Seconds,Timecode_Offset_Seconds,4
18074,Timecode_Offset_CentiSeconds,Timecode_Offset_CentiSeconds,4
18088,Effect_Level_To_Beat,Effect_Level_To_Beat,5
18090,Effect_1_Parameter_To_Beat,Effect_1_Parameter_To_Beat,5
18091,Effect_2_Parameter_To_Beat,Effect_2_Parameter_To_Beat,5
18182,Scroller_4,Scroller_4,3
18187,Main_Intensity_2,Main_Intensity_2,1
18195,Effect_1_Parameter_To_Beat_2,Effect_1_Parameter_To_Beat_2,5
18196,Effect_1_Parameter_To_Beat_3,Effect_1_Parameter_To_Beat_3,5
18197,Effect_Level_To_Beat_2,Effect_Level_To_Beat_2,5
18198,Effect_2_Parameter_To_Beat_2,Effect_2_Parameter_To_Beat_2,5
18199,Effect_2_Parameter_To_Beat_3,Effect_2_Parameter_To_Beat_3,5
18200,Preview_Screen,Preview_Screen,5
18206,_Pixelmap,_Pixelmap,4
18241,Mint,Mint,3
18243,Mint_Adjust,Mint_Adjust,3
18338,Text_Level,Text_Level,4
18433,Image_Color_Shift,Image_Color_Shift,3
18434,Timecode_Offset,Timecode_Offset,4
18435,Timecode_Offset_Frames,Timecode_Offset_Frames,4
18553,Region_Mapper,Region_Mapper,5
18554,_Timecode,_Timecode,4
18555,Media_Type,Media_Type,4
18653,Keystone_Horizontal,Keystone_Horizontal,5
18654,Keystone_Vertical,Keystone_Vertical,5
18665,Effect_Rate,Effect_Rate,5
18775,Projector_Shutter_Strobe,Projector_Shutter_Strobe,5
18977,Intensity_Macros_2,Intensity_Macros_2,1
18980,Position_Offset_X,Position_Offset_X,5
18981,Position_Offset_Y,Position_Offset_Y,5
18984,LFO_Frequency,LFO_Frequency,5
18985,LFO_Triangle_Depth,LFO_Triangle_Depth,5
18986,LFO_Random_Depth,LFO_Random_Depth,5
18987,Base_Level,Base_Level,5
18988,Shimmer,Shimmer,5
19203,Base_Level_2,Base_Level_2,5
